Frequency (Hz)	Level (dB)
21145.605469	-109.560440
21167.138672	-109.089729
21188.671875	-109.054428
21210.205078	-108.845207
21231.738281	-108.917778
21253.271484	-109.027573
21274.804688	-107.683037
21296.337891	-108.803398
21317.871094	-109.653221
21339.404297	-109.805389
21360.937500	-111.878044
21382.470703	-112.602219
21404.003906	-111.536522
21425.537109	-110.201859
21447.070312	-111.146927
21468.603516	-112.260231
21490.136719	-111.822723
21511.669922	-111.275421
21533.203125	-111.847809
21554.736328	-112.883858
21576.269531	-113.601250
21597.802734	-114.111443
21619.335938	-114.496239
21640.869141	-116.156212
21662.402344	-115.730614
21683.935547	-116.742821
21705.468750	-117.914299
21727.001953	-117.444084
21748.535156	-116.242012
21770.068359	-116.025749
21791.601562	-115.749916
21813.134766	-115.597366
21834.667969	-114.754318
21856.201172	-114.179016
21877.734375	-114.848839
21899.267578	-115.327148
21920.800781	-113.073906
21942.333984	-111.851959
21963.867188	-113.337776
21985.400391	-112.960396
22006.933594	-112.406204
22028.466797	-113.816643
